"Record_number","Study_midyear","Latitude","Longitude","Site.x","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","Site.y"
1036,2004.5,48.67,7.06,"48.75 7.25",77.5833333333333,78.5916666666667,78.8166666666667,65.7,68.2416666666667,59.525,68.675,62.5416666666667,73.7166666666667,84.7916666666667,69.15,66.8833333333333,69.1166666666667,81.4666666666667,78.775,78.7416666666667,83.6083333333333,55.15,68.075,59.6916666666667,72.2666666666667,76.6083333333333,71.3666666666667,70.45,82.325,59.6,68.6416666666667,75.975,70.85,54.6833333333333,74.8333333333333,69.175,"48.75 7.25"
1037,2004.5,48.68,7.07,"48.75 7.25",77.5833333333333,78.5916666666667,78.8166666666667,65.7,68.2416666666667,59.525,68.675,62.5416666666667,73.7166666666667,84.7916666666667,69.15,66.8833333333333,69.1166666666667,81.4666666666667,78.775,78.7416666666667,83.6083333333333,55.15,68.075,59.6916666666667,72.2666666666667,76.6083333333333,71.3666666666667,70.45,82.325,59.6,68.6416666666667,75.975,70.85,54.6833333333333,74.8333333333333,69.175,"48.75 7.25"
1104,1999,47.32,-71.1,"47.25 -71.25",141.475,107.791666666667,123.583333333333,119.6,144.225,112.55,121.441666666667,141.483333333333,130.808333333333,130.116666666667,140.166666666667,113.716666666667,119.85,127,112.791666666667,99.4,100.716666666667,130.175,103.325,121.983333333333,115.441666666667,118.308333333333,124.958333333333,99.6666666666667,101.475,120.5,95.9,103.366666666667,118.266666666667,127.675,137.4,141.233333333333,"47.25 -71.25"
1105,2000,47.32,-71.1,"47.25 -71.25",141.475,107.791666666667,123.583333333333,119.6,144.225,112.55,121.441666666667,141.483333333333,130.808333333333,130.116666666667,140.166666666667,113.716666666667,119.85,127,112.791666666667,99.4,100.716666666667,130.175,103.325,121.983333333333,115.441666666667,118.308333333333,124.958333333333,99.6666666666667,101.475,120.5,95.9,103.366666666667,118.266666666667,127.675,137.4,141.233333333333,"47.25 -71.25"
1108,1999,47.73,-68.15,"47.75 -68.25",89.5666666666667,74,89.5916666666667,72.75,90,85.475,95.6916666666667,88.8166666666667,92.2416666666667,89.175,94.8416666666667,83.9916666666667,89.0166666666667,84.8666666666667,84.5916666666667,70.425,76.3166666666667,91.95,88.55,108.608333333333,96.35,94.5166666666667,101.025,86.1666666666667,94.6666666666667,101.8,83.0083333333333,85.3166666666667,90.725,79.1416666666667,97.3,96.25,"47.75 -68.25"
1109,2000,47.73,-68.15,"47.75 -68.25",89.5666666666667,74,89.5916666666667,72.75,90,85.475,95.6916666666667,88.8166666666667,92.2416666666667,89.175,94.8416666666667,83.9916666666667,89.0166666666667,84.8666666666667,84.5916666666667,70.425,76.3166666666667,91.95,88.55,108.608333333333,96.35,94.5166666666667,101.025,86.1666666666667,94.6666666666667,101.8,83.0083333333333,85.3166666666667,90.725,79.1416666666667,97.3,96.25,"47.75 -68.25"
1112,1999,46.03,-66.38,"46.25 -66.25",81.1916666666667,76.8916666666667,76.9,87.1666666666667,104.125,92.7166666666667,80.5916666666667,93.2083333333333,88.0333333333333,88.1916666666667,103.683333333333,81.0416666666667,100.841666666667,92.8166666666667,89.4833333333333,63.6333333333333,98.65,92.9083333333333,74.1666666666667,115.55,93.6,83.9,105.475,101.825,99.825,89.5,87.5916666666667,96.9333333333333,112.1,98.95,88.1416666666667,94.0083333333333,"46.25 -66.25"
1113,2000,46.03,-66.38,"46.25 -66.25",81.1916666666667,76.8916666666667,76.9,87.1666666666667,104.125,92.7166666666667,80.5916666666667,93.2083333333333,88.0333333333333,88.1916666666667,103.683333333333,81.0416666666667,100.841666666667,92.8166666666667,89.4833333333333,63.6333333333333,98.65,92.9083333333333,74.1666666666667,115.55,93.6,83.9,105.475,101.825,99.825,89.5,87.5916666666667,96.9333333333333,112.1,98.95,88.1416666666667,94.0083333333333,"46.25 -66.25"
1151,1999,53.85,-104.63,"53.75 -104.75",31.95,37.6,32.1166666666667,36.4333333333333,35.6583333333333,41.5833333333333,26.5666666666667,36.5916666666667,38.25,37.0916666666667,37.9833333333333,34.9416666666667,34.2916666666667,37.475,35.725,28.5416666666667,34.3416666666667,31.6333333333333,49.625,42.8416666666667,38.35,35.7,30.5166666666667,35.2833333333333,49.8916666666667,29.05,44.1666666666667,31.9666666666667,44.4583333333333,45.025,45.1583333333333,38.1583333333333,"53.75 -104.75"
1152,1999,53.91,-104.66,"53.75 -104.75",31.95,37.6,32.1166666666667,36.4333333333333,35.6583333333333,41.5833333333333,26.5666666666667,36.5916666666667,38.25,37.0916666666667,37.9833333333333,34.9416666666667,34.2916666666667,37.475,35.725,28.5416666666667,34.3416666666667,31.6333333333333,49.625,42.8416666666667,38.35,35.7,30.5166666666667,35.2833333333333,49.8916666666667,29.05,44.1666666666667,31.9666666666667,44.4583333333333,45.025,45.1583333333333,38.1583333333333,"53.75 -104.75"
1153,1999,53.91,-104.65,"53.75 -104.75",31.95,37.6,32.1166666666667,36.4333333333333,35.6583333333333,41.5833333333333,26.5666666666667,36.5916666666667,38.25,37.0916666666667,37.9833333333333,34.9416666666667,34.2916666666667,37.475,35.725,28.5416666666667,34.3416666666667,31.6333333333333,49.625,42.8416666666667,38.35,35.7,30.5166666666667,35.2833333333333,49.8916666666667,29.05,44.1666666666667,31.9666666666667,44.4583333333333,45.025,45.1583333333333,38.1583333333333,"53.75 -104.75"
1154,1999,53.88,-104.65,"53.75 -104.75",31.95,37.6,32.1166666666667,36.4333333333333,35.6583333333333,41.5833333333333,26.5666666666667,36.5916666666667,38.25,37.0916666666667,37.9833333333333,34.9416666666667,34.2916666666667,37.475,35.725,28.5416666666667,34.3416666666667,31.6333333333333,49.625,42.8416666666667,38.35,35.7,30.5166666666667,35.2833333333333,49.8916666666667,29.05,44.1666666666667,31.9666666666667,44.4583333333333,45.025,45.1583333333333,38.1583333333333,"53.75 -104.75"
1155,1999,53.92,-104.69,"53.75 -104.75",31.95,37.6,32.1166666666667,36.4333333333333,35.6583333333333,41.5833333333333,26.5666666666667,36.5916666666667,38.25,37.0916666666667,37.9833333333333,34.9416666666667,34.2916666666667,37.475,35.725,28.5416666666667,34.3416666666667,31.6333333333333,49.625,42.8416666666667,38.35,35.7,30.5166666666667,35.2833333333333,49.8916666666667,29.05,44.1666666666667,31.9666666666667,44.4583333333333,45.025,45.1583333333333,38.1583333333333,"53.75 -104.75"
1329,2001,4.35,11.75,"-4.25 11.75",104.9,116.333333333333,107.833333333333,120.591666666667,112.325,89.4416666666667,83.75,98.7583333333333,118.791666666667,111.566666666667,97.85,100.708333333333,107.466666666667,120.641666666667,101.25,78.425,99.45,109.183333333333,80.575,81.5583333333333,106.341666666667,122,91.8833333333333,111.216666666667,123.3,124.375,90.975,112.908333333333,107.183333333333,109.541666666667,120.808333333333,94.3833333333333,"-4.25 11.75"
1330,2001,4.35,11.75,"-4.25 11.75",104.9,116.333333333333,107.833333333333,120.591666666667,112.325,89.4416666666667,83.75,98.7583333333333,118.791666666667,111.566666666667,97.85,100.708333333333,107.466666666667,120.641666666667,101.25,78.425,99.45,109.183333333333,80.575,81.5583333333333,106.341666666667,122,91.8833333333333,111.216666666667,123.3,124.375,90.975,112.908333333333,107.183333333333,109.541666666667,120.808333333333,94.3833333333333,"-4.25 11.75"
1389,2002.5,34.78,135.85,"34.75 135.75",105.775,93.025,109.15,135.541666666667,135.05,120.991666666667,105.791666666667,131.708333333333,62.2166666666667,108.958333333333,104.95,101.1,142.916666666667,125.475,116.525,109.333333333333,84.2833333333333,133.208333333333,124.866666666667,76.6083333333333,117.883333333333,88.3,109.808333333333,108.766666666667,135.825,129.05,132.5,124.116666666667,110.733333333333,132.266666666667,127.458333333333,96.3416666666667,"34.75 135.75"
1429,2004.5,49.85,-125.32,"49.75 -125.25",118.566666666667,131.283333333333,119.675,112.316666666667,130.1,106.366666666667,117.408333333333,105.55,133.941666666667,159.616666666667,109.316666666667,134.308333333333,155.566666666667,186.533333333333,87.525,102.275,94.7083333333333,128.758333333333,111.908333333333,116.625,139.7,126.825,98.25,101.766666666667,185.825,114.558333333333,136.908333333333,77.4333333333333,116.8,111.775,165.416666666667,107.541666666667,"49.75 -125.25"
1604,1996,48.67,7.08,"48.75 7.25",77.5833333333333,78.5916666666667,78.8166666666667,65.7,68.2416666666667,59.525,68.675,62.5416666666667,73.7166666666667,84.7916666666667,69.15,66.8833333333333,69.1166666666667,81.4666666666667,78.775,78.7416666666667,83.6083333333333,55.15,68.075,59.6916666666667,72.2666666666667,76.6083333333333,71.3666666666667,70.45,82.325,59.6,68.6416666666667,75.975,70.85,54.6833333333333,74.8333333333333,69.175,"48.75 7.25"
1605,1997,48.67,7.08,"48.75 7.25",77.5833333333333,78.5916666666667,78.8166666666667,65.7,68.2416666666667,59.525,68.675,62.5416666666667,73.7166666666667,84.7916666666667,69.15,66.8833333333333,69.1166666666667,81.4666666666667,78.775,78.7416666666667,83.6083333333333,55.15,68.075,59.6916666666667,72.2666666666667,76.6083333333333,71.3666666666667,70.45,82.325,59.6,68.6416666666667,75.975,70.85,54.6833333333333,74.8333333333333,69.175,"48.75 7.25"
1761,2005,4.74,12.02,"-4.75 12.25",104.925,118.475,109.558333333333,118.641666666667,111.191666666667,89.775,81.3,104.666666666667,117.358333333333,108.358333333333,94.9666666666667,89.9833333333333,111.441666666667,123.2,103.525,77.2916666666667,101.333333333333,111.058333333333,78.575,81.725,108.1,123.4,92.0666666666667,111.316666666667,122.433333333333,126.375,86.7833333333333,113.116666666667,107.575,107.4,122.583333333333,92.4666666666667,"-4.75 12.25"
1762,2005,4.74,12.02,"-4.75 12.25",104.925,118.475,109.558333333333,118.641666666667,111.191666666667,89.775,81.3,104.666666666667,117.358333333333,108.358333333333,94.9666666666667,89.9833333333333,111.441666666667,123.2,103.525,77.2916666666667,101.333333333333,111.058333333333,78.575,81.725,108.1,123.4,92.0666666666667,111.316666666667,122.433333333333,126.375,86.7833333333333,113.116666666667,107.575,107.4,122.583333333333,92.4666666666667,"-4.75 12.25"
1786,1998,35.97,-79.08,"35.75 -79.25",73.1833333333333,92.6666666666667,82.2416666666667,128.591666666667,97.0666666666667,87.15,99.2333333333333,98.45,91.35,118.141666666667,116.716666666667,91.7,109.716666666667,102.2,85.35,78.9583333333333,95.6583333333333,121.341666666667,89.7416666666667,85.2083333333333,101.008333333333,71.8833333333333,109.35,98.1833333333333,88.925,89.7083333333333,91.7583333333333,105.641666666667,98.0666666666667,124.025,96.8583333333333,79.2333333333333,"35.75 -79.25"
1794,1999,40.4,-75.6,"40.25 -75.75",88,83.4916666666667,86.7333333333333,98.5416666666667,98.6333333333333,76.8833333333333,82.0333333333333,103.716666666667,95.2416666666667,83.5333333333333,123.083333333333,74.3916666666667,87.675,86.775,89.6916666666667,70.2666666666667,90.7333333333333,124.308333333333,115.116666666667,96.9083333333333,111.408333333333,99.1666666666667,102.716666666667,104.591666666667,93.325,123.716666666667,83.4583333333333,92.55,101.158333333333,87.9916666666667,76.85,89.8666666666667,"40.25 -75.75"
1888,2005,44.45,-121.56,"44.25 -121.75",123.991666666667,80.975,128.591666666667,98.1666666666667,129.216666666667,113.016666666667,102.891666666667,107.866666666667,110.883333333333,161.016666666667,211.725,130.166666666667,138.366666666667,138.95,100.458333333333,99.4833333333333,96.25,123.708333333333,100.35,106.816666666667,139.566666666667,124.833333333333,130.325,108.65,132.566666666667,121.958333333333,168.491666666667,95.3,162.308333333333,101.416666666667,126.933333333333,137.041666666667,"44.25 -121.75"
1902,2004,54,-105.1,"54.25 -105.25",33.5,37.1666666666667,35.225,35.075,34.1,37.7083333333333,30.1916666666667,34.925,39.5416666666667,35.3583333333333,38.025,36.7083333333333,34,38.5583333333333,40.55,30.6833333333333,31.6083333333333,34.8916666666667,53.775,43.45,43.8666666666667,39.8833333333333,35.45,37.6916666666667,47.125,29.3416666666667,40.8916666666667,32.075,42.9583333333333,42.675,47.375,42.75,"54.25 -105.25"
1985,1996.5,19.84,-155.12,"19.75 -155.25",446.991666666667,421.866666666667,400.725,473.066666666667,563.408333333333,398.8,340.025,334.875,550.933333333333,296.308333333333,331.75,385.966666666667,374.808333333333,383.133333333333,387.283333333333,394.816666666667,386.841666666667,309.875,378.866666666667,365.533333333333,416.991666666667,346.775,336.841666666667,409.408333333333,243.191666666667,337.233333333333,313.716666666667,305.058333333333,365.825,454.741666666667,398.45,321.333333333333,"19.75 -155.25"
1986,1996.5,19.84,-155.12,"19.75 -155.25",446.991666666667,421.866666666667,400.725,473.066666666667,563.408333333333,398.8,340.025,334.875,550.933333333333,296.308333333333,331.75,385.966666666667,374.808333333333,383.133333333333,387.283333333333,394.816666666667,386.841666666667,309.875,378.866666666667,365.533333333333,416.991666666667,346.775,336.841666666667,409.408333333333,243.191666666667,337.233333333333,313.716666666667,305.058333333333,365.825,454.741666666667,398.45,321.333333333333,"19.75 -155.25"
2016,2000,36.52,138.35,"36.75 138.25",71.4666666666667,56.3416666666667,97.925,101.933333333333,80.825,107.025,81.725,95.1,74.075,93.5333333333333,88.4,80.8583333333333,109.45,105.341666666667,99.5583333333333,102.85,102.425,87.95,104.241666666667,91.6333333333333,112.85,84.55,84.9,90.025,105.483333333333,99.725,87.2083333333333,113.575,115.85,106.575,93.8333333333333,120.641666666667,"36.75 138.25"
2017,2001,36.52,138.35,"36.75 138.25",71.4666666666667,56.3416666666667,97.925,101.933333333333,80.825,107.025,81.725,95.1,74.075,93.5333333333333,88.4,80.8583333333333,109.45,105.341666666667,99.5583333333333,102.85,102.425,87.95,104.241666666667,91.6333333333333,112.85,84.55,84.9,90.025,105.483333333333,99.725,87.2083333333333,113.575,115.85,106.575,93.8333333333333,120.641666666667,"36.75 138.25"
2026,1999.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2027,1999.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2028,1999.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2029,1999.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2030,2000.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2031,2000.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2032,2000.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2033,2000.5,51.77,9.58,"51.75 9.75",77.825,77.0083333333333,72.3333333333333,57.6166666666667,64.875,53.4,72.3,76.6166666666667,88.9833333333333,71.8583333333333,58.2166666666667,63.0416666666667,91.775,70.075,62.5,73.1666666666667,95.1666666666667,51.2083333333333,68.8583333333333,63.8666666666667,61.35,102.116666666667,64.125,66.4583333333333,67.6833333333333,57.2916666666667,60.0333333333333,61.4916666666667,64.4083333333333,67.4083333333333,53.95,74.825,"51.75 9.75"
2050,2000,43.93,-71.75,"43.75 -71.75",90.8166666666667,80.3666666666667,69.4166666666667,89.35,113.608333333333,82.6166666666667,77.2666666666667,83.9083333333333,83.6,87.4333333333333,115.175,79.1416666666667,87.7166666666667,84.1333333333333,85.65,55.9916666666667,70.7166666666667,95.2166666666667,70.5166666666667,110.116666666667,104.583333333333,83.9,111.758333333333,101.558333333333,89.8333333333333,100.075,81.15,84.75,94.4666666666667,77.2916666666667,71.5833333333333,90.6833333333333,"43.75 -71.75"
2134,2000.5,36.13,137.43,"36.25 137.25",113.7,109.808333333333,152.183333333333,174.875,135.95,165.208333333333,122.316666666667,163.266666666667,96.2166666666667,136.941666666667,128.683333333333,143.625,182.708333333333,155.366666666667,136.825,132.108333333333,143.991666666667,141.266666666667,166.1,143.675,162.933333333333,123.441666666667,124.758333333333,157.858333333333,176.4,158.658333333333,152.791666666667,155.05,162.916666666667,149.991666666667,144.316666666667,148.641666666667,"36.25 137.25"
2200,2001,62.87,30.82,"62.75 30.75",53.3666666666667,57.2083333333333,66.6916666666667,50.325,48.9416666666667,64.1333333333333,59.7333333333333,54.5916666666667,61.1416666666667,53.8166666666667,52.8166666666667,50.425,64.1166666666667,48.25,59.2083333333333,49.125,47.0416666666667,57.7833333333333,65.7083333333333,48.5666666666667,52.275,61.4333333333333,63.5166666666667,55,47.7166666666667,50.9916666666667,65.625,53.4416666666667,47.5166666666667,55.075,51.3166666666667,53.9583333333333,"62.75 30.75"
2201,2002,62.87,30.82,"62.75 30.75",53.3666666666667,57.2083333333333,66.6916666666667,50.325,48.9416666666667,64.1333333333333,59.7333333333333,54.5916666666667,61.1416666666667,53.8166666666667,52.8166666666667,50.425,64.1166666666667,48.25,59.2083333333333,49.125,47.0416666666667,57.7833333333333,65.7083333333333,48.5666666666667,52.275,61.4333333333333,63.5166666666667,55,47.7166666666667,50.9916666666667,65.625,53.4416666666667,47.5166666666667,55.075,51.3166666666667,53.9583333333333,"62.75 30.75"
2202,2003,62.87,30.82,"62.75 30.75",53.3666666666667,57.2083333333333,66.6916666666667,50.325,48.9416666666667,64.1333333333333,59.7333333333333,54.5916666666667,61.1416666666667,53.8166666666667,52.8166666666667,50.425,64.1166666666667,48.25,59.2083333333333,49.125,47.0416666666667,57.7833333333333,65.7083333333333,48.5666666666667,52.275,61.4333333333333,63.5166666666667,55,47.7166666666667,50.9916666666667,65.625,53.4416666666667,47.5166666666667,55.075,51.3166666666667,53.9583333333333,"62.75 30.75"
2203,2004,62.87,30.82,"62.75 30.75",53.3666666666667,57.2083333333333,66.6916666666667,50.325,48.9416666666667,64.1333333333333,59.7333333333333,54.5916666666667,61.1416666666667,53.8166666666667,52.8166666666667,50.425,64.1166666666667,48.25,59.2083333333333,49.125,47.0416666666667,57.7833333333333,65.7083333333333,48.5666666666667,52.275,61.4333333333333,63.5166666666667,55,47.7166666666667,50.9916666666667,65.625,53.4416666666667,47.5166666666667,55.075,51.3166666666667,53.9583333333333,"62.75 30.75"
2214,2005.25,10.44,-84,"10.25 -83.75",327.475,503.975,471.416666666667,487.758333333333,506.866666666667,486.266666666667,442.658333333333,479.85,368.716666666667,344.883333333333,343.541666666667,335.358333333333,327.208333333333,344.4,342.108333333333,330.483333333333,353.283333333333,330.716666666667,365.966666666667,359.266666666667,352.816666666667,353.766666666667,356.025,340.175,363.666666666667,341.65,315.8,322.2,352.816666666667,335.041666666667,336.191666666667,350.275,"10.25 -83.75"
2215,2005.25,10.44,-84,"10.25 -83.75",327.475,503.975,471.416666666667,487.758333333333,506.866666666667,486.266666666667,442.658333333333,479.85,368.716666666667,344.883333333333,343.541666666667,335.358333333333,327.208333333333,344.4,342.108333333333,330.483333333333,353.283333333333,330.716666666667,365.966666666667,359.266666666667,352.816666666667,353.766666666667,356.025,340.175,363.666666666667,341.65,315.8,322.2,352.816666666667,335.041666666667,336.191666666667,350.275,"10.25 -83.75"
2216,2005.25,10.44,-84,"10.25 -83.75",327.475,503.975,471.416666666667,487.758333333333,506.866666666667,486.266666666667,442.658333333333,479.85,368.716666666667,344.883333333333,343.541666666667,335.358333333333,327.208333333333,344.4,342.108333333333,330.483333333333,353.283333333333,330.716666666667,365.966666666667,359.266666666667,352.816666666667,353.766666666667,356.025,340.175,363.666666666667,341.65,315.8,322.2,352.816666666667,335.041666666667,336.191666666667,350.275,"10.25 -83.75"
2217,2005.25,10.44,-84,"10.25 -83.75",327.475,503.975,471.416666666667,487.758333333333,506.866666666667,486.266666666667,442.658333333333,479.85,368.716666666667,344.883333333333,343.541666666667,335.358333333333,327.208333333333,344.4,342.108333333333,330.483333333333,353.283333333333,330.716666666667,365.966666666667,359.266666666667,352.816666666667,353.766666666667,356.025,340.175,363.666666666667,341.65,315.8,322.2,352.816666666667,335.041666666667,336.191666666667,350.275,"10.25 -83.75"
2218,2005.25,10.44,-84,"10.25 -83.75",327.475,503.975,471.416666666667,487.758333333333,506.866666666667,486.266666666667,442.658333333333,479.85,368.716666666667,344.883333333333,343.541666666667,335.358333333333,327.208333333333,344.4,342.108333333333,330.483333333333,353.283333333333,330.716666666667,365.966666666667,359.266666666667,352.816666666667,353.766666666667,356.025,340.175,363.666666666667,341.65,315.8,322.2,352.816666666667,335.041666666667,336.191666666667,350.275,"10.25 -83.75"
2234,2001.5,36.32,140.15,"36.25 140.25",99.05,95.6583333333333,123.425,141.866666666667,117.591666666667,151.183333333333,108.65,120.008333333333,99.9333333333333,101.366666666667,92.7333333333333,90.4916666666667,135.183333333333,120.783333333333,123.941666666667,110.125,102.158333333333,120.183333333333,117.466666666667,101.791666666667,130.175,109.916666666667,113.841666666667,121.791666666667,129.233333333333,120.233333333333,124.725,112.15,130.741666666667,115.7,121.125,99.65,"36.25 140.25"
2259,1999,36.13,137.42,"36.25 137.25",113.7,109.808333333333,152.183333333333,174.875,135.95,165.208333333333,122.316666666667,163.266666666667,96.2166666666667,136.941666666667,128.683333333333,143.625,182.708333333333,155.366666666667,136.825,132.108333333333,143.991666666667,141.266666666667,166.1,143.675,162.933333333333,123.441666666667,124.758333333333,157.858333333333,176.4,158.658333333333,152.791666666667,155.05,162.916666666667,149.991666666667,144.316666666667,148.641666666667,"36.25 137.25"
2260,2000,36.13,137.42,"36.25 137.25",113.7,109.808333333333,152.183333333333,174.875,135.95,165.208333333333,122.316666666667,163.266666666667,96.2166666666667,136.941666666667,128.683333333333,143.625,182.708333333333,155.366666666667,136.825,132.108333333333,143.991666666667,141.266666666667,166.1,143.675,162.933333333333,123.441666666667,124.758333333333,157.858333333333,176.4,158.658333333333,152.791666666667,155.05,162.916666666667,149.991666666667,144.316666666667,148.641666666667,"36.25 137.25"
2261,2001,36.13,137.42,"36.25 137.25",113.7,109.808333333333,152.183333333333,174.875,135.95,165.208333333333,122.316666666667,163.266666666667,96.2166666666667,136.941666666667,128.683333333333,143.625,182.708333333333,155.366666666667,136.825,132.108333333333,143.991666666667,141.266666666667,166.1,143.675,162.933333333333,123.441666666667,124.758333333333,157.858333333333,176.4,158.658333333333,152.791666666667,155.05,162.916666666667,149.991666666667,144.316666666667,148.641666666667,"36.25 137.25"
2262,2002,36.13,137.42,"36.25 137.25",113.7,109.808333333333,152.183333333333,174.875,135.95,165.208333333333,122.316666666667,163.266666666667,96.2166666666667,136.941666666667,128.683333333333,143.625,182.708333333333,155.366666666667,136.825,132.108333333333,143.991666666667,141.266666666667,166.1,143.675,162.933333333333,123.441666666667,124.758333333333,157.858333333333,176.4,158.658333333333,152.791666666667,155.05,162.916666666667,149.991666666667,144.316666666667,148.641666666667,"36.25 137.25"
2263,2003,36.13,137.42,"36.25 137.25",113.7,109.808333333333,152.183333333333,174.875,135.95,165.208333333333,122.316666666667,163.266666666667,96.2166666666667,136.941666666667,128.683333333333,143.625,182.708333333333,155.366666666667,136.825,132.108333333333,143.991666666667,141.266666666667,166.1,143.675,162.933333333333,123.441666666667,124.758333333333,157.858333333333,176.4,158.658333333333,152.791666666667,155.05,162.916666666667,149.991666666667,144.316666666667,148.641666666667,"36.25 137.25"
2295,2003,50.02,4.4,"50.25 4.25",86.75,90.7166666666667,103.675,72.7916666666667,67.9666666666667,65.65,77.5583333333333,74.4583333333333,80.4666666666667,74.7583333333333,57.8416666666667,74.725,82.6666666666667,78.9333333333333,89.2916666666667,96.2333333333333,87.8833333333333,59.6083333333333,67.7166666666667,67.8916666666667,66.1666666666667,75.1833333333333,76.2416666666667,69.0666666666667,67.475,59.9083333333333,75.7416666666667,60.6916666666667,62.6583333333333,59.525,65.625,53.6833333333333,"50.25 4.25"
2296,2003,50.02,4.4,"50.25 4.25",86.75,90.7166666666667,103.675,72.7916666666667,67.9666666666667,65.65,77.5583333333333,74.4583333333333,80.4666666666667,74.7583333333333,57.8416666666667,74.725,82.6666666666667,78.9333333333333,89.2916666666667,96.2333333333333,87.8833333333333,59.6083333333333,67.7166666666667,67.8916666666667,66.1666666666667,75.1833333333333,76.2416666666667,69.0666666666667,67.475,59.9083333333333,75.7416666666667,60.6916666666667,62.6583333333333,59.525,65.625,53.6833333333333,"50.25 4.25"
2297,2003,50.02,4.4,"50.25 4.25",86.75,90.7166666666667,103.675,72.7916666666667,67.9666666666667,65.65,77.5583333333333,74.4583333333333,80.4666666666667,74.7583333333333,57.8416666666667,74.725,82.6666666666667,78.9333333333333,89.2916666666667,96.2333333333333,87.8833333333333,59.6083333333333,67.7166666666667,67.8916666666667,66.1666666666667,75.1833333333333,76.2416666666667,69.0666666666667,67.475,59.9083333333333,75.7416666666667,60.6916666666667,62.6583333333333,59.525,65.625,53.6833333333333,"50.25 4.25"
2307,2004.5,45.59,-84.72,"45.75 -84.75",59.7916666666667,59.4,69.8916666666667,48.175,59.9333333333333,65.6333333333333,61.675,61.5166666666667,56.1666666666667,69.2,75.6666666666667,47.025,61.175,54.0083333333333,45.1666666666667,74.05,71.0416666666667,64.275,67.325,57.025,62.2833333333333,51.6833333333333,70.6083333333333,62.5416666666667,62.575,66.7166666666667,58.425,68.8,66.8416666666667,52.825,63.425,68.85,"45.75 -84.75"
