"Record_number","Study_midyear","Latitude","Longitude","Site.x","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","Site.y"
4049,2005,49.693,-74.432,"49.75 -74.25",-1.76666666666667,-0.0583333333333333,-0.983333333333333,-2.2,-1.04166666666667,-0.925,-1.45,-1.36666666666667,-1.00833333333333,-0.508333333333333,-1.05833333333333,-1.65,1.26666666666667,0.541666666666667,-0.525,0.983333333333333,-1.04166666666667,-1.04166666666667,-1.44166666666667,0.308333333333333,1.25833333333333,-0.525,-0.233333333333333,-0.475,1.98333333333333,0.383333333333333,1.725,0.7,0.233333333333333,0.608333333333333,0.741666666666666,0.0499999999999998,"49.75 -74.25"
4093,2005,21.9275,101.2652778,"21.75 101.25",19.4083333333333,19.8,19.6166666666667,19.7083333333333,19.7666666666667,19.2416666666667,18.75,19,19.375,19.3833333333333,19.1666666666667,19.2416666666667,19.8,19.3083333333333,19.075,19.3833333333333,19.2916666666667,19.5833333333333,19.15,19.7333333333333,19.7416666666667,19.425,19.2583333333333,19.8166666666667,20.4583333333333,19.65,20.375,19.95,20.3166666666667,20.2416666666667,20.275,20.25,"21.75 101.25"
4098,2005,38.23333333,127.2666667,"38.25 127.25",9.09166666666667,9.8,9.64166666666667,10.7166666666667,10.2666666666667,9.70833333333333,9.65833333333333,9.55,10.625,9.21666666666667,8.99166666666667,9.39166666666667,10.4583333333333,9.81666666666667,9.725,9.66666666666667,9.83333333333333,9.95833333333333,10.0166666666667,8.85833333333333,10.225,10.4583333333333,10.1583333333333,9.91666666666667,9.6,9.38333333333333,9.24166666666667,9.73333333333333,10.5166666666667,10.8583333333333,10.9333333333333,10.2083333333333,"38.25 127.25"
4099,2005,38.23333333,127.2666667,"38.25 127.25",9.09166666666667,9.8,9.64166666666667,10.7166666666667,10.2666666666667,9.70833333333333,9.65833333333333,9.55,10.625,9.21666666666667,8.99166666666667,9.39166666666667,10.4583333333333,9.81666666666667,9.725,9.66666666666667,9.83333333333333,9.95833333333333,10.0166666666667,8.85833333333333,10.225,10.4583333333333,10.1583333333333,9.91666666666667,9.6,9.38333333333333,9.24166666666667,9.73333333333333,10.5166666666667,10.8583333333333,10.9333333333333,10.2083333333333,"38.25 127.25"
4100,2006,38.23333333,127.2666667,"38.25 127.25",9.09166666666667,9.8,9.64166666666667,10.7166666666667,10.2666666666667,9.70833333333333,9.65833333333333,9.55,10.625,9.21666666666667,8.99166666666667,9.39166666666667,10.4583333333333,9.81666666666667,9.725,9.66666666666667,9.83333333333333,9.95833333333333,10.0166666666667,8.85833333333333,10.225,10.4583333333333,10.1583333333333,9.91666666666667,9.6,9.38333333333333,9.24166666666667,9.73333333333333,10.5166666666667,10.8583333333333,10.9333333333333,10.2083333333333,"38.25 127.25"
4101,2006,38.23333333,127.2666667,"38.25 127.25",9.09166666666667,9.8,9.64166666666667,10.7166666666667,10.2666666666667,9.70833333333333,9.65833333333333,9.55,10.625,9.21666666666667,8.99166666666667,9.39166666666667,10.4583333333333,9.81666666666667,9.725,9.66666666666667,9.83333333333333,9.95833333333333,10.0166666666667,8.85833333333333,10.225,10.4583333333333,10.1583333333333,9.91666666666667,9.6,9.38333333333333,9.24166666666667,9.73333333333333,10.5166666666667,10.8583333333333,10.9333333333333,10.2083333333333,"38.25 127.25"
4102,2006,36.13333333,137.3666667,"36.25 137.25",9.575,10.7,9.63333333333333,10.5583333333333,11.225,9.93333333333333,9.825,9.36666666666667,10.4833333333333,9.39166666666667,9.34166666666667,9.925,11.0833333333333,10.4916666666667,10.3166666666667,10.0583333333333,10.3583333333333,10.0583333333333,10.9083333333333,9.91666666666667,10.0916666666667,10.55,10.25,10.3166666666667,10.6416666666667,10.0583333333333,9.90833333333333,10.3,9.83333333333333,10.6916666666667,11.1583333333333,9.95833333333333,"36.25 137.25"
4103,2007,36.13333333,137.3666667,"36.25 137.25",9.575,10.7,9.63333333333333,10.5583333333333,11.225,9.93333333333333,9.825,9.36666666666667,10.4833333333333,9.39166666666667,9.34166666666667,9.925,11.0833333333333,10.4916666666667,10.3166666666667,10.0583333333333,10.3583333333333,10.0583333333333,10.9083333333333,9.91666666666667,10.0916666666667,10.55,10.25,10.3166666666667,10.6416666666667,10.0583333333333,9.90833333333333,10.3,9.83333333333333,10.6916666666667,11.1583333333333,9.95833333333333,"36.25 137.25"
4107,2005,36.12,137.3833333,"36.25 137.25",9.575,10.7,9.63333333333333,10.5583333333333,11.225,9.93333333333333,9.825,9.36666666666667,10.4833333333333,9.39166666666667,9.34166666666667,9.925,11.0833333333333,10.4916666666667,10.3166666666667,10.0583333333333,10.3583333333333,10.0583333333333,10.9083333333333,9.91666666666667,10.0916666666667,10.55,10.25,10.3166666666667,10.6416666666667,10.0583333333333,9.90833333333333,10.3,9.83333333333333,10.6916666666667,11.1583333333333,9.95833333333333,"36.25 137.25"
4108,2006,36.12,137.3833333,"36.25 137.25",9.575,10.7,9.63333333333333,10.5583333333333,11.225,9.93333333333333,9.825,9.36666666666667,10.4833333333333,9.39166666666667,9.34166666666667,9.925,11.0833333333333,10.4916666666667,10.3166666666667,10.0583333333333,10.3583333333333,10.0583333333333,10.9083333333333,9.91666666666667,10.0916666666667,10.55,10.25,10.3166666666667,10.6416666666667,10.0583333333333,9.90833333333333,10.3,9.83333333333333,10.6916666666667,11.1583333333333,9.95833333333333,"36.25 137.25"
4234,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4235,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4236,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4237,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4238,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4239,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4240,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4241,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4242,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4243,2007,47.47833333,8.364388889,"47.25 8.25",7.825,7.825,8.93333333333333,9.175,8.80833333333333,7.9,8.61666666666667,8.24166666666667,9.58333333333333,8.38333333333333,7.41666666666667,8.725,8.53333333333333,8.46666666666667,9.33333333333333,8.675,9.20833333333333,9.23333333333333,8.45833333333333,8.2,8.85833333333333,9.15833333333333,8.675,8.96666666666667,8.00833333333333,9.55,8.85833333333333,8.18333333333333,9.34166666666667,9.13333333333333,8.78333333333333,8.95833333333333,"47.25 8.25"
4266,2000,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4267,2001,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4268,2002,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4269,2003,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4270,2004,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4271,2005,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4272,2006,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4273,2007,51.07944444,10.45222222,"51.25 10.25",6.04166666666667,5.36666666666667,7.20833333333333,7.69166666666667,7.80833333333333,6.53333333333333,7.525,6.61666666666667,7.975,7.5,5.65833333333333,7.66666666666667,7.81666666666667,8.3,8.55833333333333,7.73333333333333,8.08333333333333,7.91666666666667,7.48333333333333,7.05833333333333,7.4,7.78333333333333,7.5,7.03333333333333,5.66666666666667,7.71666666666667,7.075,6.625,8.38333333333333,7.975,7.68333333333333,7.65833333333333,"51.25 10.25"
4282,2007,47.46881944,7.502430556,"47.25 7.75",8.3,8.43333333333333,9.40833333333333,9.375,9.69166666666667,8.55833333333333,9.35833333333333,8.93333333333333,10.5833333333333,9.35833333333333,8.275,9.21666666666667,9.10833333333333,9.15833333333333,9.89166666666667,9.4,9.825,9.75833333333333,9.25,8.98333333333333,9.625,9.96666666666667,9.475,9.66666666666667,8.66666666666667,10.025,9.4,9.025,10.4416666666667,10.3,9.825,10.05,"47.25 7.75"
4300,2007,51.76666667,-1.316666667,"51.75 -1.25",9.375,9.74166666666667,10.2916666666667,11.275,11.3166666666667,9.95,10.45,10.2,10.9833333333333,11.2666666666667,9.95,11.3083333333333,11.0333333333333,11.3416666666667,11.1583333333333,10.675,11.3916666666667,11.075,11.4,11.275,11.675,11.2166666666667,10.8333333333333,11.1333333333333,10.0333333333333,11.4,10.5916666666667,10.3833333333333,11.6916666666667,11.3083333333333,10.5083333333333,10.8666666666667,"51.75 -1.25"
4301,2008,51.76666667,-1.316666667,"51.75 -1.25",9.375,9.74166666666667,10.2916666666667,11.275,11.3166666666667,9.95,10.45,10.2,10.9833333333333,11.2666666666667,9.95,11.3083333333333,11.0333333333333,11.3416666666667,11.1583333333333,10.675,11.3916666666667,11.075,11.4,11.275,11.675,11.2166666666667,10.8333333333333,11.1333333333333,10.0333333333333,11.4,10.5916666666667,10.3833333333333,11.6916666666667,11.3083333333333,10.5083333333333,10.8666666666667,"51.75 -1.25"
4332,2003,42.73333333,141.5166667,"42.75 141.75",5.56666666666667,6.425,6.31666666666667,7.4,8.13333333333333,7.35833333333333,6.46666666666667,6.54166666666667,7.4,7.21666666666667,6.14166666666667,7.04166666666667,6.675,7.19166666666667,6.80833333333333,5.79166666666667,6.85833333333333,6.525,7.525,6.66666666666667,7.01666666666667,7.53333333333333,7.29166666666667,7.425,7.80833333333333,7.125,7.175,7.29166666666667,7.19166666666667,8.175,7.4,7.125,"42.75 141.75"
4353,2005.5,51.78333333,9.616666667,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
4354,2005.5,51.78333333,9.616666667,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
4355,2005.5,51.78333333,9.616666667,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
4356,2005.5,51.78333333,9.616666667,"51.75 9.75",8.03333333333333,7.375,9.19166666666667,9.775,9.40833333333333,7.94166666666667,8.84166666666667,7.90833333333333,9.21666666666667,8.48333333333333,6.65,8.525,8.64166666666667,9.28333333333333,9.575,8.64166666666667,9.04166666666667,8.925,8.44166666666667,8.675,9.05833333333333,9.425,8.99166666666667,8.38333333333333,7.03333333333333,9.06666666666667,8.46666666666667,8.06666666666667,9.775,9.3,9.01666666666667,8.95833333333333,"51.75 9.75"
4405,2007,28.1,113.0166667,"28.25 113.25",17.8166666666667,17.825,17.5166666666667,17.1166666666667,17.925,17.4666666666667,17.7583333333333,17.1416666666667,17.875,17.9166666666667,17.4833333333333,17.75,18.6666666666667,18.0666666666667,17.6916666666667,18.175,18.3666666666667,18.2166666666667,18.45,17.7,18.2583333333333,18.65,18.3,18.45,17.8166666666667,17.5666666666667,17.2,18.4083333333333,18.0833333333333,18.25,18.4,18.675,"28.25 113.25"
4406,2008,28.1,113.0166667,"28.25 113.25",17.8166666666667,17.825,17.5166666666667,17.1166666666667,17.925,17.4666666666667,17.7583333333333,17.1416666666667,17.875,17.9166666666667,17.4833333333333,17.75,18.6666666666667,18.0666666666667,17.6916666666667,18.175,18.3666666666667,18.2166666666667,18.45,17.7,18.2583333333333,18.65,18.3,18.45,17.8166666666667,17.5666666666667,17.2,18.4083333333333,18.0833333333333,18.25,18.4,18.675,"28.25 113.25"
4417,2008,22.56666667,112.8333333,"22.75 112.75",21.9,22.5333333333333,21.575,22.025,22.325,22.4,21.5916666666667,21.8166666666667,22.3166666666667,21.7,21.7416666666667,22.0166666666667,22.6833333333333,22.2833333333333,22.1,22.1333333333333,22.4,22.4083333333333,22.2083333333333,22.0333333333333,22.5166666666667,22.5083333333333,21.7,22.2166666666667,21.925,21.55,21.8,21.9083333333333,22.0416666666667,22.6166666666667,22.0333333333333,22.2916666666667,"22.75 112.75"
4418,2008,22.56666667,112.8333333,"22.75 112.75",21.9,22.5333333333333,21.575,22.025,22.325,22.4,21.5916666666667,21.8166666666667,22.3166666666667,21.7,21.7416666666667,22.0166666666667,22.6833333333333,22.2833333333333,22.1,22.1333333333333,22.4,22.4083333333333,22.2083333333333,22.0333333333333,22.5166666666667,22.5083333333333,21.7,22.2166666666667,21.925,21.55,21.8,21.9083333333333,22.0416666666667,22.6166666666667,22.0333333333333,22.2916666666667,"22.75 112.75"
4419,2008,22.56666667,112.8333333,"22.75 112.75",21.9,22.5333333333333,21.575,22.025,22.325,22.4,21.5916666666667,21.8166666666667,22.3166666666667,21.7,21.7416666666667,22.0166666666667,22.6833333333333,22.2833333333333,22.1,22.1333333333333,22.4,22.4083333333333,22.2083333333333,22.0333333333333,22.5166666666667,22.5083333333333,21.7,22.2166666666667,21.925,21.55,21.8,21.9083333333333,22.0416666666667,22.6166666666667,22.0333333333333,22.2916666666667,"22.75 112.75"
4420,2008,22.56666667,112.8333333,"22.75 112.75",21.9,22.5333333333333,21.575,22.025,22.325,22.4,21.5916666666667,21.8166666666667,22.3166666666667,21.7,21.7416666666667,22.0166666666667,22.6833333333333,22.2833333333333,22.1,22.1333333333333,22.4,22.4083333333333,22.2083333333333,22.0333333333333,22.5166666666667,22.5083333333333,21.7,22.2166666666667,21.925,21.55,21.8,21.9083333333333,22.0416666666667,22.6166666666667,22.0333333333333,22.2916666666667,"22.75 112.75"
4454,2007,31.26666667,105.4666667,"31.25 105.25",15.6083333333333,16.45,15.7416666666667,15.7666666666667,16.5,16.125,15.7,15.9666666666667,16.65,16.3833333333333,15.8083333333333,16.6583333333333,17.2333333333333,16.7,16.5333333333333,17.025,17.1333333333333,16.7333333333333,16.6,16.4166666666667,17.475,17.3333333333333,16.5666666666667,16.8666666666667,16.5916666666667,16.5166666666667,16.45,17.5,16.7916666666667,17.5833333333333,17.4,17.1333333333333,"31.25 105.25"
4455,2008.5,33.5,112,"33.25 112.25",11.575,11.5,11.8166666666667,11.0666666666667,12.0166666666667,11.25,11.4666666666667,11.225,12.3833333333333,12.2083333333333,11.4166666666667,12.2833333333333,12.75,12.725,12.1,12.3333333333333,12.5916666666667,11.45,12.475,11.8083333333333,12.7916666666667,12.7333333333333,12.2833333333333,12.2583333333333,12.3833333333333,12.275,12.475,13.2666666666667,12.3583333333333,12.125,12.6916666666667,12.6583333333333,"33.25 112.25"
4456,2008.5,33.5,112,"33.25 112.25",11.575,11.5,11.8166666666667,11.0666666666667,12.0166666666667,11.25,11.4666666666667,11.225,12.3833333333333,12.2083333333333,11.4166666666667,12.2833333333333,12.75,12.725,12.1,12.3333333333333,12.5916666666667,11.45,12.475,11.8083333333333,12.7916666666667,12.7333333333333,12.2833333333333,12.2583333333333,12.3833333333333,12.275,12.475,13.2666666666667,12.3583333333333,12.125,12.6916666666667,12.6583333333333,"33.25 112.25"
4457,2008.5,33.5,112,"33.25 112.25",11.575,11.5,11.8166666666667,11.0666666666667,12.0166666666667,11.25,11.4666666666667,11.225,12.3833333333333,12.2083333333333,11.4166666666667,12.2833333333333,12.75,12.725,12.1,12.3333333333333,12.5916666666667,11.45,12.475,11.8083333333333,12.7916666666667,12.7333333333333,12.2833333333333,12.2583333333333,12.3833333333333,12.275,12.475,13.2666666666667,12.3583333333333,12.125,12.6916666666667,12.6583333333333,"33.25 112.25"
4458,2008.5,33.5,112,"33.25 112.25",11.575,11.5,11.8166666666667,11.0666666666667,12.0166666666667,11.25,11.4666666666667,11.225,12.3833333333333,12.2083333333333,11.4166666666667,12.2833333333333,12.75,12.725,12.1,12.3333333333333,12.5916666666667,11.45,12.475,11.8083333333333,12.7916666666667,12.7333333333333,12.2833333333333,12.2583333333333,12.3833333333333,12.275,12.475,13.2666666666667,12.3583333333333,12.125,12.6916666666667,12.6583333333333,"33.25 112.25"
4459,2003,51.30916667,4.520555556,"51.25 4.75",9.48333333333333,9.35,10.525,11.0666666666667,11.1166666666667,9.81666666666667,10.625,10,11.0666666666667,10.8166666666667,9.04166666666667,10.6416666666667,10.6583333333333,11.25,11.3583333333333,10.675,11.1916666666667,10.7833333333333,10.5416666666667,10.9083333333333,11.1916666666667,11.2583333333333,10.6916666666667,10.7583333333333,9.575,11.4666666666667,10.65,10.15,11.9333333333333,11.1916666666667,11.0083333333333,11.35,"51.25 4.75"
4475,2007.5,22.56666667,112.8333333,"22.75 112.75",21.9,22.5333333333333,21.575,22.025,22.325,22.4,21.5916666666667,21.8166666666667,22.3166666666667,21.7,21.7416666666667,22.0166666666667,22.6833333333333,22.2833333333333,22.1,22.1333333333333,22.4,22.4083333333333,22.2083333333333,22.0333333333333,22.5166666666667,22.5083333333333,21.7,22.2166666666667,21.925,21.55,21.8,21.9083333333333,22.0416666666667,22.6166666666667,22.0333333333333,22.2916666666667,"22.75 112.75"
4476,2007.5,22.56666667,112.8333333,"22.75 112.75",21.9,22.5333333333333,21.575,22.025,22.325,22.4,21.5916666666667,21.8166666666667,22.3166666666667,21.7,21.7416666666667,22.0166666666667,22.6833333333333,22.2833333333333,22.1,22.1333333333333,22.4,22.4083333333333,22.2083333333333,22.0333333333333,22.5166666666667,22.5083333333333,21.7,22.2166666666667,21.925,21.55,21.8,21.9083333333333,22.0416666666667,22.6166666666667,22.0333333333333,22.2916666666667,"22.75 112.75"
4484,2006.5,54.2,-114.1333333,"54.25 -114.25",2.66666666666667,4.13333333333333,3.175,2.05833333333333,2.4,3.3,3.075,3.09166666666667,1.94166666666667,1.79166666666667,0.133333333333333,3.25833333333333,3.50833333333333,3.225,2.20833333333333,3.45,1.85833333333333,2.19166666666667,2.375,3.50833333333333,3.35833333333333,2.575,2.09166666666667,1.09166666666667,2.2,2.19166666666667,2.15833333333333,2.06666666666667,1.46666666666667,3.19166666666667,3.4,2.125,"54.25 -114.25"
4485,2006.5,54.2,-114.1333333,"54.25 -114.25",2.66666666666667,4.13333333333333,3.175,2.05833333333333,2.4,3.3,3.075,3.09166666666667,1.94166666666667,1.79166666666667,0.133333333333333,3.25833333333333,3.50833333333333,3.225,2.20833333333333,3.45,1.85833333333333,2.19166666666667,2.375,3.50833333333333,3.35833333333333,2.575,2.09166666666667,1.09166666666667,2.2,2.19166666666667,2.15833333333333,2.06666666666667,1.46666666666667,3.19166666666667,3.4,2.125,"54.25 -114.25"
4668,1997,14.58333333,98.86666667,"14.75 98.75",24.475,25.05,24.5833333333333,24.4083333333333,24.75,25.0833333333333,24.7583333333333,24.675,24.8833333333333,24.875,24.725,24.9333333333333,25.7916666666667,24.4666666666667,24.5583333333333,24.95,25.075,24.6666666666667,24.8666666666667,25.2083333333333,24.875,24.85,24.4083333333333,24.6416666666667,25.8,24.35,25.2583333333333,24.9583333333333,24.95,25.325,25.7083333333333,25.2333333333333,"14.75 98.75"
4670,1997,14.58333333,98.86666667,"14.75 98.75",24.475,25.05,24.5833333333333,24.4083333333333,24.75,25.0833333333333,24.7583333333333,24.675,24.8833333333333,24.875,24.725,24.9333333333333,25.7916666666667,24.4666666666667,24.5583333333333,24.95,25.075,24.6666666666667,24.8666666666667,25.2083333333333,24.875,24.85,24.4083333333333,24.6416666666667,25.8,24.35,25.2583333333333,24.9583333333333,24.95,25.325,25.7083333333333,25.2333333333333,"14.75 98.75"
